,species,n,col.n,empirical_type_raw,empirical_type_curated,extrapolated_type,sd_col,mean_col
10806,Populus balsamifera,8,1,EcM-AM,EcM-AM,EcM-AM,NA,-1.673184981
10807,Populus balsamifera subsp. trichocarpa,1,0,EcM,EcM,EcM-AM,NA,NA
10808,Populus canescens,4,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
10809,Populus davidiana,4,1,EcM,EcM,EcM-AM,NA,-3.663561646
10810,Populus davidiana var. tomentosa,1,0,AM,,EcM-AM,NA,NA
10811,Populus deltoides,11,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
10812,Populus deltoides subsp. monilifera,4,0,NM-EcM,EcM,EcM-AM,NA,NA
10813,Populus euphratica,2,0,AM,,EcM-AM,NA,NA
10814,Populus fremontii,2,0,EcM,EcM,EcM-AM,NA,NA
10815,Populus grandidentata,3,0,EcM-AM,EcM,EcM-AM,NA,NA
10816,Populus heterophylla,2,0,NM,,EcM-AM,NA,NA
10817,Populus koreana,1,0,EcM,EcM,EcM-AM,NA,NA
10818,Populus laurifolia,1,0,AM,,EcM-AM,NA,NA
10819,Populus nigra,21,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
10820,Populus nigra var. italica,2,0,AM,,EcM-AM,NA,NA
10821,Populus suaveolens,9,0,NM-EcM-AM,EcM,EcM-AM,NA,NA
10822,Populus tremula,54,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
10823,Populus tremuloides,15,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
10824,Populus trichocarpa,7,0,EcM,EcM,EcM-AM,NA,NA
10825,Populus tristis,1,0,EcM,EcM,EcM-AM,NA,NA
10826,Poranopsis discifera,1,0,AM,AM,AM,NA,NA
10827,Poranopsis sinensis,1,1,AM,AM,AM,NA,3.663561646
10828,Poranthera microphylla,5,0,EcM-AM,,EcM-AM,NA,NA
10829,Porophyllum punctatum,1,0,AM,AM,AM,NA,NA
10830,Porophyllum ruderale,1,0,AM,AM,AM,NA,NA
10831,Porterandia anisophylla,2,0,AM,AM,AM,NA,NA
10832,Portulaca,3,0,NM-AM,NM-AM,NM-AM,NA,NA
10833,Portulaca confertifolia,1,0,NM,,NM-AM,NA,NA
10834,Portulaca grandiflora,4,3,NM,NM,NM-AM,0,-3.663561646
10835,Portulaca halimoides,1,1,AM,AM,NM-AM,NA,-3.078568279
10836,Portulaca lutea,1,1,NM,NM,NM-AM,NA,-3.663561646
10837,Portulaca oleracea,16,7,NM-AM,NM-AM,NM-AM,1.093482225,-2.073595944
10838,Portulaca pilosa,2,1,AM,,NM-AM,NA,-3.663561646
10839,Portulaca pilosa subsp. pilosa,1,0,NM,NM,NM-AM,NA,NA
10840,Portulaca pilosa var. tuberosa,1,0,AM,,NM-AM,NA,NA
10841,Portulaca quadrifida,1,1,,,NM-AM,NA,-3.663561646
10842,Portulaca sclerocarpa,1,1,NM,NM,NM-AM,NA,-3.663561646
10843,Pozoa coriacea,1,0,AM,AM,AM,NA,NA
10844,Potamogeton cheesemanii,2,0,AM,,NM,NA,NA
10845,Potamogeton crispus,6,1,NM-AM,NM,NM,NA,-3.663561646
10846,Potamogeton gramineus,1,0,NM,NM,NM,NA,NA
10847,Potamogeton lucens,1,0,NM,NM,NM,NA,NA
10848,Potamogeton natans,4,1,NM-AM,NM,NM,NA,-3.663561646
10849,Potamogeton nodosus,3,1,NM,NM,NM,NA,-3.663561646
10850,Potamogeton ochreatus,2,1,NM,NM,NM,NA,-3.663561646
10851,Potamogeton perfoliatus,2,0,NM,NM,NM,NA,NA
10852,Potamogeton polygonifolius,2,0,NM,NM,NM,NA,NA
10853,Potamogeton praelongus,1,0,NM,NM,NM,NA,NA
10854,Potaninia mongolica,1,1,AM,AM,AM,NA,0.712711386
10855,Potentilla,4,3,AM,AM,AM,1.484687399,0.340371856
10856,Potentilla acaulis,2,0,AM,AM,AM,NA,NA
10857,Potentilla anglica,1,0,AM,AM,AM,NA,NA
10858,Potentilla anserina,11,4,AM,AM,AM,2.029536462,-0.675210999
10859,Potentilla argentea,3,2,AM,AM,AM,2.010321659,2.221631378
10860,Potentilla aurea,3,1,AM,AM,AM,NA,3.663561646
10861,Potentilla brauniana,2,1,AM,AM,AM,NA,0.8001193
10862,Potentilla chinensis,1,0,,,AM,NA,NA
10863,Potentilla chrysantha,3,3,AM,AM,AM,1.322586189,2.118082944
10864,Potentilla cinerea,1,1,AM,AM,AM,NA,-0.325852971
10865,Potentilla concinna,1,0,AM,AM,AM,NA,NA
10866,Potentilla crantzii,27,14,NM-AM,AM,AM,1.699807057,1.454112145
10867,Potentilla discolor,2,0,AM,AM,AM,NA,NA
10868,Potentilla diversifolia,3,2,NM-AM,AM,AM,1.437680944,-1.856495372
10869,Potentilla effusa,1,0,AM,,AM,NA,NA
10870,Potentilla erecta,23,7,NM-AM,AM,AM,1.670240829,1.737948561
10871,Potentilla evestita,3,3,AM,AM,AM,2.012093161,0.857418454
10872,Potentilla fissa,1,0,AM,AM,AM,NA,NA
10873,Potentilla flabellata,3,3,AM,AM,AM,1.879522834,1.445654305
10874,Potentilla flabellifolia,1,0,EcM,,AM,NA,NA
10875,Potentilla flagellaris,1,1,AM,AM,AM,NA,-1.334900017
10876,Potentilla fragarioides,1,0,,,AM,NA,NA
10877,Potentilla gerardiana,1,1,AM,AM,AM,NA,-0.8001193
10878,Potentilla glabrata,2,1,AM,AM,AM,NA,3.622685906
10879,Potentilla gracilis,1,0,AM,,AM,NA,NA
10880,Potentilla grandiflora,2,2,AM,AM,AM,1.220679375,2.215417616
10881,Potentilla grisea,1,1,AM,AM,AM,NA,0.694471028
10882,Potentilla hololeuca,1,1,AM,AM,AM,NA,1.509048994
10883,Potentilla hookeriana,1,0,AM,AM,AM,NA,NA
10884,Potentilla humifusa,2,2,AM,AM,AM,0.274483942,3.418054206
10885,Potentilla hyparctica,2,0,EcM-AM,AM,AM,NA,NA
10886,Potentilla incana,1,1,AM,AM,AM,NA,-3.078568279
10887,Potentilla inclinata,2,2,AM,AM,AM,0,3.223964749
10888,Potentilla kleiniana,1,1,AM,AM,AM,NA,0
10889,Potentilla nivea,4,2,NM-AM,NM-AM,AM,2.471845394,1.330709639
10890,Potentilla nordmanniana,1,1,AM,AM,AM,NA,1.752734218
10891,Potentilla ovina,3,3,AM,AM,AM,0.19489259,0.760775652
10892,Potentilla ovina var. ovina,1,0,NM,,AM,NA,NA
10893,Potentilla pamirica,1,1,AM,AM,AM,NA,-0.417149001
10894,Potentilla pamiroalaica,2,2,AM,AM,AM,0.311036256,0.693471452
10895,Potentilla pedata,1,1,AM,AM,AM,NA,1.384194559
10896,Potentilla plattensis,1,0,AM,AM,AM,NA,NA
10897,Potentilla pulchella,1,0,AM,AM,AM,NA,NA
10898,Potentilla recta,2,1,AM,AM,AM,NA,3.658534285
10899,Potentilla reptans,3,3,AM,AM,AM,1.397428035,0.628927297
10900,Potentilla simplex,1,1,AM,AM,AM,NA,-0.890532259
10901,Potentilla sterilis,2,0,AM,AM,AM,NA,NA
10902,Potentilla stipularis,1,0,AM,AM,AM,NA,NA
10903,Potentilla supina,4,2,AM,AM,AM,2.376570825,1.543475403
10904,Potentilla tabernaemontani,2,0,AM,AM,AM,NA,NA
10905,Potentilla tephroleuca,1,1,AM,AM,AM,NA,0.251283647
10906,Potentilla vahliana,1,0,EcM,,AM,NA,NA
10907,Potentilla wallichiana,2,0,AM,AM,AM,NA,NA
10908,Potentilla vvedenskyi,1,1,AM,AM,AM,NA,0.251283647
10909,Pothos,1,0,AM,AM,NM-AM,NA,NA
10910,Pourouma,2,1,AM,AM,AM,NA,1.29504569
10911,Pourouma bicolor,1,0,AM,AM,AM,NA,NA
10912,Pourouma guianensis,1,0,AM,AM,AM,NA,NA
10913,Pouzolzia auriculata,1,0,,,NM,NA,NA
10914,Pouzolzia sanguinea,1,0,AM,,NM,NA,NA
10915,Pouzolzia zeylanica,5,2,NM,NM,NM,0,-3.663561646
10916,Pouteria,1,0,AM,AM,AM,NA,NA
10917,Pouteria adolfi-friedericii,2,0,AM,AM,AM,NA,NA
10918,Pouteria ambelaniifolia,1,0,AM,AM,AM,NA,NA
10919,Pouteria campechiana,1,1,AM,AM,AM,NA,-0.553296218
10920,Pouteria cladantha,1,0,AM,AM,AM,NA,NA
10921,Pouteria elegans,1,0,AM,AM,AM,NA,NA
10922,Pouteria glomerata,1,0,AM,AM,AM,NA,NA
10923,Pouteria guianensis,1,0,AM,AM,AM,NA,NA
10924,Pouteria pierrei,1,1,AM,AM,AM,NA,-0.464157559
10925,Pouteria sagotiana,1,0,AM,AM,AM,NA,NA
10926,Pouteria surumuensis,1,0,AM,AM,AM,NA,NA
10927,Pouteria ucuqui,1,0,AM,AM,AM,NA,NA
10928,Pouteria williamii,1,1,AM,AM,AM,NA,-1.033015006
10929,Pradosia ptychandra,1,1,AM,AM,AM,NA,0.586231455
10930,Pradosia schomburgkiana,1,0,AM,AM,AM,NA,NA
10931,Prangos odontalgica,2,2,AM,AM,AM,1.534339139,0.667792608
10932,Prangos pabularia,2,2,AM,AM,AM,0.271213196,1.944510908
10933,Prangos uloptera,1,1,AM,AM,AM,NA,1.752734218
10934,Prasium majus,3,0,AM,,AM,NA,NA
10935,Praxelis diffusa,1,0,AM,AM,AM,NA,NA
10936,Premna microphylla,1,0,AM,AM,AM,NA,NA
10937,Premna serratifolia,1,0,,,AM,NA,NA
10938,Prenanthes purpurea,1,0,AM,,AM,NA,NA
10939,Prestoea acuminata var. montana,1,0,AM,AM,AM,NA,NA
10940,Priestleya sericea,1,0,AM,AM,AM,NA,NA
10941,Primula algida,15,11,NM-AM,AM,AM,1.383701971,0.392129834
10942,Primula amoena,8,6,NM-AM,AM,AM,1.09755864,-0.06360784
10943,Primula auriculata,2,1,AM,AM,AM,NA,-0.937033258
10944,Primula bayernii,2,2,AM,AM,AM,0.291772259,2.433121114
10945,Primula darialica,1,0,NM,,AM,NA,NA
10946,Primula elatior,8,0,AM,AM,AM,NA,NA
10947,Primula elatior subsp. pallasii,2,1,NM-AM,AM,AM,NA,3.223964749
10948,Primula farinosa,2,0,AM,AM,AM,NA,NA
10949,Primula glutinosa,1,0,,,AM,NA,NA
10950,Primula japonica,1,0,AM,AM,AM,NA,NA
10951,Primula matthioli,3,3,AM,AM,AM,2.570743567,0.697557837
10952,Primula minima,3,1,AM,AM,AM,NA,-0.902071449
10953,Primula obconica,1,0,AM,AM,AM,NA,NA
10954,Primula pseudoelatior,1,0,NM,,AM,NA,NA
10955,Primula ruprechtii,2,0,NM,,AM,NA,NA
10956,Primula warshenewskiana,1,1,AM,AM,AM,NA,1.948489328
10957,Primula veris,5,1,NM-AM,AM,AM,NA,3.612143662
10958,Primula veris subsp. macrocalyx,8,8,AM,AM,AM,1.514051694,1.493436783
10959,Primula vulgaris,2,0,AM,AM,AM,NA,NA
10960,Pringlea antiscorbutica,2,0,NM-AM,,NM,NA,NA
10961,Prinsepia sinensis,2,0,NM-AM,AM,AM,NA,NA
10962,Prinsepia utilis,1,1,AM,AM,AM,NA,1.033015006
10963,Prioria copaifera,1,0,AM,AM,AM,NA,NA
10964,Prismatomeris tetrandra,2,0,AM,AM,AM,NA,NA
10965,Priva cordifolia,1,0,,,AM,NA,NA
10966,Priva lappulacea,1,0,AM,AM,AM,NA,NA
10967,Proboscidea louisianica,1,1,AM,AM,AM,NA,-0.876758246
10968,Pronephrium gymnopteridifrons,1,0,AM,AM,AM,NA,NA
10969,Pronephrium nudatum,1,0,AM,AM,AM,NA,NA
10970,Pronephrium simplex,1,0,AM,AM,AM,NA,NA
10971,Prosartes trachycarpa,1,0,AM,AM,AM,NA,NA
10972,Proserpinaca palustris,2,1,AM,AM,AM,NA,1.29504569
10973,Prosopis,1,0,EcM-AM,,AM,NA,NA
10974,Prosopis alba,2,2,AM,AM,AM,0.553509432,-2.940296505
10975,Prosopis articulata,2,0,AM,AM,AM,NA,NA
10976,Prosopis chilensis,4,3,AM,AM,AM,1.768085376,-0.512129937
10977,Prosopis cineraria,6,2,NM-AM,AM,AM,0.444879677,-0.819008154
10978,Prosopis glandulosa,1,1,AM,AM,AM,NA,1.992430165
10979,Prosopis juliflora,12,4,NM-AM,AM,AM,1.790120234,-1.603036821
10980,Prosopis laevigata,1,0,AM,AM,AM,NA,NA
10981,Prosopis nigra,2,2,AM,AM,AM,0.553509432,-2.940296505
10982,Prosopis pallida,1,1,AM,AM,AM,NA,0.384674338
10983,Prosopis stephaniana,1,0,AM,AM,AM,NA,NA
10984,Prosopis torquata,1,1,AM,AM,AM,NA,-1.29504569
10985,Prospero autumnale,1,0,AM,AM,AM,NA,NA
10986,Prostanthera aspalathoides,1,0,AM,AM,AM,NA,NA
10987,Protea burchellii,1,0,NM,NM,NM,NA,NA
10988,Protea scolymocephala,1,0,NM,NM,NM,NA,NA
10989,Protium,2,0,AM,AM,AM,NA,NA
10990,Protium altsonii,1,0,AM,AM,AM,NA,NA
10991,Protium carolense,2,1,AM,AM,AM,NA,-1.29504569
10992,Protium crenatum,1,0,AM,AM,AM,NA,NA
10993,Protium decandrum,1,0,AM,AM,AM,NA,NA
10994,Protium giganteum,1,0,AM,AM,AM,NA,NA
10995,Protium guianense,1,0,AM,AM,AM,NA,NA
10996,Protium pedicellatum,1,0,AM,AM,AM,NA,NA
10997,Protium sagotianum,1,1,AM,AM,AM,NA,-1.29504569
10998,Protium serratum,2,0,AM,AM,AM,NA,NA
10999,Protomegabaria stapfiana,1,0,AM,AM,AM,NA,NA
11000,Prumnopitys andina,1,1,AM,AM,AM,NA,-2.873089317
11001,Prumnopitys ferruginea,4,3,AM,AM,AM,2.809108982,0.370590338
11002,Prumnopitys ladei,1,0,AM,AM,AM,NA,NA
11003,Prumnopitys taxifolia,2,1,AM,AM,AM,NA,0.433398893
11004,Prunella vulgaris,33,10,NM-AM,AM,AM,2.255453956,1.364351678
11005,Prunus,1,1,AM,AM,AM,NA,-0.951167942
11006,Prunus ýýcistena,1,0,,,AM,NA,NA
11007,Prunus africana,2,0,AM,AM,AM,NA,NA
11008,Prunus alleghaniensis,1,1,AM,AM,AM,NA,-1.033015006
11009,Prunus americana,1,0,EcM,,AM,NA,NA
11010,Prunus armeniaca,1,0,AM,AM,AM,NA,NA
11011,Prunus avium,21,6,NM-EcM-AM,AM,AM,1.899481983,0.666972476
11012,Prunus besseyi,1,1,AM,AM,AM,NA,3.223964749
11013,Prunus brachypoda,1,0,AM,,AM,NA,NA
11014,Prunus bucharica,1,1,AM,AM,AM,NA,0.251283647
11015,Prunus buergeriana,1,0,AM,,AM,NA,NA
11016,Prunus campanulata,1,0,AM,AM,AM,NA,NA
11017,Prunus cerasifera,4,0,EcM-AM,AM,AM,NA,NA
11018,Prunus cerasoides,1,1,AM,AM,AM,NA,1.185861054
11019,Prunus cerasus,1,0,EcM,,AM,NA,NA
11020,Prunus dasycarpa,1,0,AM,AM,AM,NA,NA
11021,Prunus davidiana,3,1,AM,AM,AM,NA,-1.724051816
11022,Prunus dielsiana,1,0,AM,,AM,NA,NA
11023,Prunus domestica,3,0,NM-AM,AM,AM,NA,NA
11024,Prunus erythrocarpa,3,0,NM-AM,AM,AM,NA,NA
11025,Prunus fruticosa,4,2,EcM-AM,AM,AM,0.085969231,3.597744859
11026,Prunus glandulosa,1,1,AM,AM,AM,NA,3.536955433
11027,Prunus japonica,2,1,AM,AM,AM,NA,2.783310981
11028,Prunus laurocerasus,2,0,EcM,,AM,NA,NA
11029,Prunus maackii,3,1,NM-AM,AM,AM,NA,3.612143662
11030,Prunus mahaleb,5,3,AM,AM,AM,0.735842678,2.072290891
11031,Prunus mandshurica,1,0,NM,,AM,NA,NA
11032,Prunus maritima,2,0,AM,AM,AM,NA,NA
11033,Prunus maximowiczii,1,0,NM,,AM,NA,NA
11034,Prunus microcarpa,2,0,EcM,,AM,NA,NA
11035,Prunus mongolica,1,0,AM,AM,AM,NA,NA
11036,Prunus mume,16,14,AM,AM,AM,0.533286498,-1.29883933
11037,Prunus occidentalis,1,1,AM,AM,AM,NA,0.464157559
11038,Prunus padus,8,0,EcM-AM,AM,AM,NA,NA
11039,Prunus pensylvanica,5,1,EcM-AM,AM,AM,NA,3.223964749
11040,Prunus persica,5,1,EcM-AM,AM,AM,NA,0
11041,Prunus pseudocerasus,2,1,AM,AM,AM,NA,-0.152293669
11042,Prunus pumila,1,0,NM,,AM,NA,NA
11043,Prunus salicina,1,0,AM,AM,AM,NA,NA
11044,Prunus sellowii,3,2,NM-AM,AM,AM,0,-1.992430165
11045,Prunus serotina,8,3,EcM-AM,AM,AM,1.126772496,0.407853014
11046,Prunus serrulata,3,0,NM-AM,AM,AM,NA,NA
11047,Prunus sibirica,1,0,AM,AM,AM,NA,NA
11048,Prunus spinosa,7,1,NM-EcM-AM,AM,AM,NA,-2.873089317
11049,Prunus spinosissima,1,1,AM,AM,AM,NA,3.223964749
11050,Prunus zippeliana,1,0,AM,AM,AM,NA,NA
11051,Prunus tenella,2,1,AM,AM,AM,NA,3.657204673
11052,Prunus tomentosa,1,1,AM,AM,AM,NA,3.223964749
11053,Prunus triloba,1,0,AM,AM,AM,NA,NA
11054,Prunus ussuriensis,4,2,NM-AM,AM,AM,0.023226011,3.639109175
11055,Prunus virginiana,3,1,EcM-AM,AM,AM,NA,3.223964749
11056,Prunus vulgaris,4,1,EcM-AM,AM,AM,NA,3.223964749
11057,Psathyrostachys juncea,4,4,NM-AM,NM-AM,NM-AM,3.398795171,-1.964164061
11058,Psephellus caucasicus,2,2,AM,AM,AM,1.401731334,2.664358713
11059,Psephellus hypoleucus,1,1,AM,AM,AM,NA,3.658534285
11060,Psephellus maleevii,1,1,AM,AM,AM,NA,3.658534285
11061,Psephellus sibiricus,3,3,AM,AM,AM,3.708526282,1.303809107
11062,Pseudarthria viscida,2,1,AM,AM,AM,NA,1.001839029
11063,Pseuderanthemum,1,0,AM,AM,AM,NA,NA
11064,Pseuderanthemum carruthersii,1,0,NM,,AM,NA,NA
11065,Pseuderanthemum latifolium,4,0,AM,AM,AM,NA,NA
11066,Pseuderucaria teretifolia,1,0,NM,NM,NM,NA,NA
11067,Pseudobombax grandiflorum,2,2,AM,AM,AM,0.843091098,1.396274732
11068,Pseudobombax munguba,1,0,AM,AM,AM,NA,NA
11069,Pseudocamelina glaucophylla,1,0,NM,NM,NM,NA,NA
11070,Pseudocherleria aizoides,9,3,NM-AM,NM-AM,NM-AM,0,-3.663561646
11071,Pseudocherleria brotheriana,1,1,NM,NM,NM-AM,NA,-3.663561646
11072,Pseudocherleria colchica,1,1,NM,NM,NM-AM,NA,-3.663561646
11073,Pseudocherleria macrocarpa,1,0,AM,AM,NM-AM,NA,NA
11074,Pseudoclausia turkestanica,1,0,NM,NM,NM,NA,NA
11075,Pseudocyclosorus ochthodes,1,1,AM,AM,AM,NA,1.435778007
11076,Pseudocyclosorus subochthodes,1,0,AM,AM,AM,NA,NA
11077,Pseudofortuynia esfandiarii,1,0,NM,NM,NM,NA,NA
11078,Pseudofumaria lutea,1,0,NM,NM,NM-AM,NA,NA
11079,Pseudognaphalium affine,3,2,AM,AM,AM,1.261822654,-0.892243355
11080,Pseudohandelia umbellifera,1,1,AM,AM,AM,NA,3.612143662
11081,Pseudolachnostylis maprouneifolia,2,0,AM,AM,AM,NA,NA
11082,Pseudolarix amabilis,2,0,EcM,EcM,EcM,NA,NA
11083,Pseudolmedia spuria,2,2,AM,AM,AM,0.534935498,-1.165085285
11084,Pseudomuscari pallens,1,1,AM,AM,AM,NA,2.639435258
11085,Pseudopanax crassifolius,3,3,AM,AM,AM,3.249023924,0.673081395
11086,Pseudophegopteris aurita,1,1,AM,AM,AM,NA,1.128435172
11087,Pseudophegopteris paludosa,1,0,AM,AM,AM,NA,NA
11088,Pseudophegopteris pyrrhorachis,1,0,AM,AM,AM,NA,NA
11089,Pseudophoenix sargentii,1,0,AM,AM,AM,NA,NA
11090,Pseudopogonatherum trispicatum,1,1,AM,AM,AM,NA,-0.16759116
11091,Pseudoraphis,1,0,AM,,NM,NA,NA
11092,Pseudoraphis spinescens,5,1,NM,NM,NM,NA,-3.663561646
11093,Pseudorchis albida,7,0,OM,OM,OM,NA,NA
11094,Pseudoroegneria gracillima,1,0,AM,AM,AM,NA,NA
11095,Pseudosasa amabilis,1,0,AM,AM,AM,NA,NA
11096,Pseudosasa japonica,1,0,AM,AM,AM,NA,NA
11097,Pseudosindora palustris,1,0,AM,AM,AM,NA,NA
11098,Pseudostellaria heterophylla,1,0,NM,NM,NM,NA,NA
11099,Pseudostellaria sylvatica,7,0,NM-AM,NM-AM,NM,NA,NA
11100,Pseudotsuga japonica,1,0,EcM,EcM,EcM,NA,NA
11101,Pseudotsuga macrocarpa,2,0,EcM,EcM,EcM,NA,NA
11102,Pseudotsuga menziesii,36,0,EcM-AM,EcM,EcM,NA,NA
11103,Pseudotsuga menziesii var. glauca,2,0,EcM,EcM,EcM,NA,NA
11104,Pseudotsuga sinensis,1,0,EcM,EcM,EcM,NA,NA
11105,Pseudowintera colorata,3,3,AM,AM,AM,2.608669274,0.136710564
11106,Pseuduvaria trimera,1,0,NM,,uncertain,NA,NA
11107,Psiadia altissima,1,0,AM,AM,AM,NA,NA
11108,Psidium,2,0,AM,AM,AM,NA,NA
11109,Psidium cattleianum,1,1,AM,AM,AM,NA,-2.873089317
11110,Psidium guajava,17,11,AM,AM,AM,0.897086825,-0.362706898
11111,Psidium guayava,1,0,AM,AM,AM,NA,NA
11112,Psidium guineense,1,1,AM,AM,AM,NA,-3.331686778
11113,Psilotrichum,1,1,,,NM,NA,-3.663561646
11114,Psilotum,2,0,NM-AM,AM,AM,NA,NA
11115,Psilotum nudum,2,1,AM,AM,AM,NA,-2.873089317
11116,Psophocarpus tetragonolobus,1,0,AM,AM,AM,NA,NA
11117,Psoralea pinnata,3,1,AM,AM,AM,NA,1.185861054
11118,Psorothamnus schottii,1,1,AM,AM,AM,NA,-3.078568279
11119,Psorothamnus spinosus,2,2,AM,AM,AM,0.324277375,-3.102388047
11120,Psychotria,4,2,AM,AM,AM,0.069284016,-2.922080514
11121,Psychotria asiatica,2,0,AM,AM,AM,NA,NA
11122,Psychotria berteroana,1,0,AM,AM,AM,NA,NA
11123,Psychotria calocarpa,2,0,AM,AM,AM,NA,NA
11124,Psychotria dallachiana,1,0,AM,AM,AM,NA,NA
11125,Psychotria dorotheae,1,0,AM,AM,AM,NA,NA
11126,Psychotria henryi,3,0,AM,AM,AM,NA,NA
11127,Psychotria nervosa,1,0,NM,,AM,NA,NA
11128,Psychotria prainii,1,0,NM,,AM,NA,NA
11129,Psychotria serpens,2,0,NM-AM,AM,AM,NA,NA
11130,Psychrogeton khorassanicus,1,0,AM,AM,AM,NA,NA
11131,Psydrax dicoccos,5,1,NM-AM,AM,AM,NA,-0.8001193
11132,Psydrax odorata,2,2,AM,AM,AM,0.858349471,-1.341253094
11133,Ptaeroxylon obliquum,1,0,AM,AM,AM,NA,NA
11134,Ptarmica vulgaris,1,1,AM,AM,AM,NA,3.223964749
11135,Ptelea trifoliata,1,0,AM,AM,AM,NA,NA
11136,Pteridium aquilinum,26,10,NM-AM,AM,AM,1.270701213,2.061717852
11137,Pteridium aquilinum var. latiusculum,1,1,AM,AM,AM,NA,-2.699548556
11138,Pteridium revolutum,1,0,AM,AM,AM,NA,NA
11139,Pteris,2,2,AM,AM,AM,1.546396103,0.57971781
11140,Pteris altissima,1,1,AM,AM,AM,NA,-2.873089317
11141,Pteris argyraea,1,1,AM,AM,AM,NA,-0.757818872
11142,Pteris aspericaulis,1,0,AM,AM,AM,NA,NA
11143,Pteris asperula,1,1,AM,AM,AM,NA,0.027741779
11144,Pteris biaurita,2,2,AM,AM,AM,0.075993599,1.37715473
11145,Pteris camerooniana,2,2,AM,AM,AM,1.078269232,0.574177301
11146,Pteris catoptera,1,1,AM,AM,AM,NA,-0.129380175
11147,Pteris confusa,4,4,AM,AM,AM,0.400302403,0.211258217
11148,Pteris coriacea,2,2,AM,AM,AM,0,-3.078568279
11149,Pteris cretica,4,3,AM,AM,AM,1.248343721,-1.51543835
11150,Pteris cretica subsp. cretica,1,0,AM,AM,AM,NA,NA
11151,Pteris cretica subsp. laeta,2,1,AM,AM,AM,NA,-0.530415433
11152,Pteris dispar,1,0,AM,AM,AM,NA,NA
11153,Pteris dissitifolia,1,0,AM,AM,AM,NA,NA
11154,Pteris ensiformis,1,0,AM,AM,AM,NA,NA
11155,Pteris esquirolii,1,0,AM,AM,AM,NA,NA
11156,Pteris excelsa,1,0,AM,AM,AM,NA,NA
11157,Pteris gongalensis,1,1,AM,AM,AM,NA,0.101166195
11158,Pteris henryi,1,1,AM,AM,AM,NA,-0.8001193
11159,Pteris inaequalis,1,0,AM,AM,AM,NA,NA
11160,Pteris linearis,1,0,AM,AM,AM,NA,NA
11161,Pteris livida,2,2,AM,AM,AM,0,-3.078568279
11162,Pteris longifolia,1,0,AM,AM,AM,NA,NA
11163,Pteris macilenta,1,1,AM,AM,AM,NA,3.663561646
11164,Pteris multifida,2,1,AM,AM,AM,NA,-2.873089317
11165,Pteris muricata,1,1,AM,AM,AM,NA,-3.331686778
11166,Pteris platyzomopsis,1,0,NM,,AM,NA,NA
11167,Pteris podophylla,1,1,AM,AM,AM,NA,-3.078568279
11168,Pteris quadriaurita,1,1,AM,AM,AM,NA,1.680343418
11169,Pteris semipinnata,1,0,AM,AM,AM,NA,NA
11170,Pteris setulosocostulata,1,0,AM,AM,AM,NA,NA
11171,Pteris tremula,1,1,AM,AM,AM,NA,3.663561646
11172,Pteris wallichiana,1,1,AM,AM,AM,NA,1.576441803
11173,Pteris wangiana,1,0,AM,AM,AM,NA,NA
11174,Pteris vittata,6,4,AM,AM,AM,0.749468031,0.455218007
11175,Pternandra,1,0,AM,AM,AM,NA,NA
11176,Pterocarpus amazonum,2,0,AM,AM,AM,NA,NA
11177,Pterocarpus angolensis,3,0,AM,AM,AM,NA,NA
11178,Pterocarpus antunesii,1,0,AM,AM,AM,NA,NA
11179,Pterocarpus dalbergioides,2,0,AM,AM,AM,NA,NA
11180,Pterocarpus lucens,1,1,AM,AM,AM,NA,-1.569764267
11181,Pterocarpus macrocarpus,4,0,AM,AM,AM,NA,NA
11182,Pterocarpus mildbraedii,1,1,AM,AM,AM,NA,1.78448671
11183,Pterocarpus officinalis,1,1,AM,AM,AM,NA,-1.709334917
11184,Pterocarpus rohrii,1,1,AM,AM,AM,NA,2.548906233
11185,Pterocarpus rotundifolius,1,0,AM,AM,AM,NA,NA
11186,Pterocarpus santalinus,1,1,AM,AM,AM,NA,0.438178843
11187,Pterocarpus soyauxii,1,1,AM,AM,AM,NA,1.78448671
11188,Pterocarya fraxinifolia,1,0,,,AM,NA,NA
11189,Pterocarya rhoifolia,1,0,AM,AM,AM,NA,NA
11190,Pterocarya stenoptera,2,0,EcM-AM,,AM,NA,NA
11191,Pterocaulon sphacelatum,2,0,AM,AM,AM,NA,NA
11192,Pteroceltis tatarinowii,1,0,AM,,AM,NA,NA
11193,Pterocephalus brevis,1,0,AM,AM,AM,NA,NA
11194,Pterocymbium javanicum,1,0,AM,AM,AM,NA,NA
11195,Pterocymbium tinctorium,1,0,AM,AM,AM,NA,NA
11196,Pterodiscus undulatus,1,0,NM,,uncertain,NA,NA
11197,Pterodon emarginatus,1,1,AM,AM,AM,NA,-3.331686778
11198,Pterogyne nitens,3,3,AM,AM,AM,0,-1.992430165
11199,Pterolobium punctatum,1,1,AM,AM,AM,NA,0.952586269
11200,Pterospermum acerifolium,3,0,NM-AM,AM,AM,NA,NA
11201,Pterospermum canescens,1,1,AM,AM,AM,NA,0.504430718
11202,Pterospermum diversifolium,2,0,AM,AM,AM,NA,NA
